tags,developer,publisher,day,year,price,score
"Steam Cloud,Emotional,Point & Click,Futuristic,Noir,Soundtrack,Multiple Endings,Story Rich,Sci-fi,Narrative,Visual Novel,Cyberpunk,Comic Book,Adventure,Interactive Fiction,Conversation,Captions available,Atmospheric,2.5D,Stylized,Single-player,Choices Matter",Chance Agency,Fellow Traveller,276,2019,14.99,81.09186939
"Simulation,Faith,Anime,Free to Play,Massively Multiplayer,Tower Defense,Action,Bullet Hell,Adventure,Indie,Casual,RTS,Roguelike,Online PvP,MOBA,Online Co-op,Early Access,In-App Purchases,Strategy,RPG,PvP,Single-player,MMO,PvE,Online Co-Op",MyACG Studio,MyACG Studio,105,2020,0,77.4320204
"Design & Illustration,Animation & Modeling,Anime,nan,Web Publishing",KumaKumaManga,SakuraGame,58,2019,5.99,76.65060764
"Steam Cloud,Shooter,Free to Play,Massively Multiplayer,Multiplayer,Sandbox,Team-Based,Action,Indie,Casual,Top-Down Shooter,Online PvP,Online Co-op,Racing,MMO,Stealth,Tactical,Co-op,Early Access,Level Editor,In-App Purchases,Strategy,Cross-Platform Multiplayer,Zombies,Includes level editor,Top-Down,Funny","Subvert Games, Polygon Moon",Subvert Games,342,2016,0,81.47491341
"Steam Cloud,Anime,Mystery,2D,Story Rich,Sci-fi,Female Protagonist,Visual Novel,Puzzle,Adventure,Indie,Casual,Great Soundtrack,Cute,Atmospheric,Choose Your Own Adventure,Surreal,Word Game,Fantasy,Single-player,Choices Matter",WMY Studio,WMY Studio,157,2017,14.99,89.09834427
"Steam Cloud,Simulation,Puzzle,Physics,Strategy,Sandbox,Steam Workshop,Multiplayer,Single-player,Includes level editor,Casual",Fakt Software,Daedalic Entertainment,292,2016,9.99,91.11926235
"Steam Cloud,Third Person,Sandbox,Story Rich,Action,Dark Fantasy,Medieval,Adventure,Action RPG,Exploration,Gothic,First-Person,Magic,Great Soundtrack,Replay Value,Atmospheric,Fantasy,RPG,Open World,Classic,Single-player",Piranha Bytes,THQ Nordic,286,2006,9.99,76.81684757
"Steam Cloud,Minimalist,Puzzle,Action,Difficult,Logic,Relaxing,Strategy,Atmospheric,Abstract,Indie,Single-player,2D,Touch-Friendly,Mouse only,Casual,Great Soundtrack",Thomas Bowker,Thomas Bowker,76,2014,2.99,92.60460363
"Co-op,Action,Party-Based RPG,Dungeon Crawler,Isometric,Fantasy,RPG,Classic,Adventure,Loot,Hack and Slash,Multiplayer,Single-player,Real-Time with Pause,Open World,Action RPG,Great Soundtrack",Gas Powered Games,Square Enix,95,2002,6.99,73.14134711
"Steam Cloud,Rhythm,Nudity,Anime,Cute,Ninja,Sexual Content,Single-player,Steam Leaderboards,Story Rich,Mature,Female Protagonist,Casual",Meteorise,XSEED Games,315,2016,19.99,86.3008678
"Steam Cloud,Sports,Co-op,Simulation,Action,Controller,Realistic,Strategy,Automobile Sim,Steam Workshop,Racing,Multiplayer,Single-player,Steam Leaderboards,Driving,Casual,Arcade","Codemasters, Feral Interactive",Codemasters,231,2016,19.99,79.11503925
"Steam Cloud,Electronic Music,Score Attack,Simulation,Physics,Abstract,Minimalist,Action,Difficult,Controller,Fast-Paced,Driving,Beautiful,Stats,Racing,Arcade,Surreal,Relaxing,Open World,Automobile Sim,Single-player,Steam Leaderboards,Top-Down","Funselektor Labs Inc., FlippFly",Funselektor Labs Inc.,210,2015,11.99,85.15505616
"Turn-Based Strategy,Strategy,RPG,Turn-Based,Single-player",Limbic Entertainment,Ubisoft,217,2016,29.99,56.77524483
"RTS,Strategy,Historical,Classic,Multiplayer,Single-player,War",GSC Game World,GSC World Publishing,305,2002,4.99,82.09575007
"Steam Cloud,Simulation,Physics,Multiplayer,Steam Workshop,Sports,Action,Competitive,VR,Racing,Co-op,Realistic,Strategy,Automobile Sim,Single-player,Steam Leaderboards,Driving,Funny",Codemasters,Codemasters,235,2018,44.99,82.42404296
"Steam Cloud,Minimalist,Puzzle,Hex Grid,Difficult,Logic,Relaxing,Strategy,Indie,Single-player,2D,Short,Touch-Friendly,Casual,Great Soundtrack",Matthew Brown,Matthew Brown,50,2014,2.99,91.90945156
"Steam Cloud,Cats,Simulation,Family Friendly,Sandbox,Action,Comedy,VR,Adventure,Indie,Casual,Colorful,First-Person,Memes,Destruction,Cute,Great Soundtrack,Procedural Generation,Kickstarter,Single-player,Steam Leaderboards,Funny","Chris Chung, Fire Hose Games",Chris Chung,147,2015,9.99,82.16356076
"4X,Management,Strategy,Space,Turn-Based,Indie,Single-player,Sci-fi",Zero Sum Games,Iceberg Interactive,99,2015,29.99,52.07669096
"Early Access,Strategy,RPG,Indie,Single-player",Chalcedony Network,Chalcedony Network,330,2019,8.99,79.01910271
"Action,Third Person,Demons,Difficult,Controller,Fantasy,Character Action Game,Spectacle fighter,RPG,Beat 'em up,Adventure,Hack and Slash,Stylized,Single-player,Great Soundtrack,Story Rich,Atmospheric",Capcom,Capcom,190,2008,19.99,85.99887562
"Steam Cloud,Roguelite,Shooter,Action,Dungeon Crawler,Difficult,Adventure,Fast-Paced,FPS,Exploration,First-Person,Roguelike,Stats,Magic,Replay Value,Procedural Generation,Arcade,Perma Death,Action Roguelike,RPG,Loot,Arena Shooter,Single-player,Steam Leaderboards",Milkstone Studios,Milkstone Studios,296,2014,14.99,83.84177473
"Emotional,Point & Click,Cats,Drama,Detective,Story Rich,Mature,Female Protagonist,Psychological Horror,Puzzle,Psychological,Adventure,Indie,Horror,Exploration,Dark,Great Soundtrack,Atmospheric,Surreal,Single-player",Harvester Games,Screen 7,336,2012,9.99,88.79229681
"Steam Cloud,Futuristic,Point & Click,Third Person,Story Rich,Sci-fi,Female Protagonist,Cyberpunk,Action,Adventure,Indie,Exploration,Great Soundtrack,Atmospheric,Episodic,Kickstarter,Choose Your Own Adventure,Fantasy,Walking Simulator,Single-player,Choices Matter",Red Thread Games,Red Thread Games,202,2017,24.99,78.17935887
"Early Access,Action,Battle Royale,Anime,In-App Purchases,Online PvP,Cross-Platform Multiplayer,Free to Play,Massively Multiplayer,Online Co-op,Strategy,MOBA,MMO,Casual",Meerkat Games Corporation,LINE Games Corporation,119,2020,0,69.30506366
"Space,Adventure,Clicker,Indie,Single-player,Great Soundtrack,Casual",Jake Hollands,Devolver Digital,123,2017,2.99,86.19921566
"Steam Cloud,Strategy,Space,Indie,Single-player,Sci-fi,Tower Defense",Passtech Games,Focus Home Interactive,169,2016,14.99,63.82866369
"Crime,Steam Cloud,Violent,Point & Click,Noir,Mystery,Multiple Endings,Detective,Story Rich,Gore,LGBTQ,Visual Novel,Puzzle,Indie,Hand-drawn,Great Soundtrack,Word Game,RPG,Sexual Content,Single-player,Investigation,Funny",apoto5,Yogurt game,50,2020,10.99,90.54287486
"Futuristic,Simulation,Mars,Multiplayer,Steam Workshop,Sandbox,Survival,Building,Moddable,Adventure,Science,Exploration,Space Sim,First-Person,Space,Education,Co-op,Early Access,Realistic,Open World,Single-player",Bohemia Interactive,Bohemia Interactive,40,2017,26.99,52.94087688
"Steam Cloud,eSports,Anime,Multiplayer,2D,Shared/Split Screen PvP,Action,Controller,Difficult,Competitive,Online PvP,Local Multiplayer,Fighting,Great Soundtrack,2D Fighter,Arcade,Single-player,Steam Leaderboards",Arc System Works,Arc System Works,146,2015,14.99,86.67435822
"Steam Cloud,Simulation,Family Friendly,Character Customization,Multiplayer,Sports,Action,Controller,Horror,Nudity,Great Soundtrack,Gambling,Realistic,RPG,Sexual Content,Single-player,Basketball,Funny",Visual Concepts,2K,264,2016,59.99,49.13992449
"Steam Cloud,Action,Puzzle,Nudity,Anime,Hentai,Sexual Content,Indie,Single-player,Mature,Casual",Double W,Toffee Cafe,13,2020,0.99,76.39103805
"Steam Cloud,Violent,Simulation,Physics,Free to Play,Character Customization,Multiplayer,Steam Workshop,Blood,Gore,Shared/Split Screen PvP,Sports,Psychological Horror,Action,Moddable,Indie,Casual,Programming,Online PvP,Stats,Fighting,Early Access,Level Editor,In-App Purchases,Steam Leaderboards,Includes level editor,Funny",Oleg Skutte,,91,2019,0,85.52429387
"Music-Based Procedural Generation,Steam Cloud,Rhythm,Early Access,Action,Music,Automobile Sim,Multiplayer,Racing,Indie,Single-player,Great Soundtrack,Atmospheric,Driving,Casual,Arcade",FOAM Entertainment,FOAM Entertainment,133,2016,9.99,79.47389911
"Steam Cloud,Psychological Horror,Visual Novel,Time Travel,Romance,Anime,Mystery,Nudity,Adventure,Sexual Content,Multiple Endings,Single-player,Cute,Story Rich,Sci-fi,Casual",Frontwing,Frontwing USA,235,2018,39.99,90.20618341
"Violent,Shooter,Multiplayer,2D,Gore,Shared/Split Screen PvP,Action,Shared/Split Screen Co-op,Comedy,Side Scroller,Adventure,Indie,World War II,Single-player,Online PvP,Stats,Online Co-op,Platformer,Arcade,Co-op,Cross-Platform Multiplayer,Zombies,Shoot 'Em Up,4 Player Local,Local Co-Op,Funny,Online Co-Op","Rogueside, Claeysbrothers",Rogueside,61,2018,12.99,88.14709417
"Steam Cloud,Physics,Family Friendly,Sci-fi,Adventure,Indie,Casual,Exploration,Colorful,Robots,Cute,3D Platformer,Platformer,Atmospheric,Relaxing,Open World,Single-player,Funny","Reflections, a Ubisoft Studio",Ubisoft,229,2016,9.99,83.66247836
"Steam Cloud,Parkour,Precision Platformer,Multiplayer,Steam Workshop,Action,Puzzle,Difficult,Indie,Fast-Paced,FPS,Horror,Captions available,First-Person,Stats,Racing,3D Platformer,Great Soundtrack,Platformer,Runner,Demons,Level Editor,Puzzle Platformer,Single-player,Steam Leaderboards,Includes level editor",Pine Studio,Headup,210,2016,14.99,89.2921368
"Steam Cloud,Action-Adventure,Story Rich,Action,Isometric,Adventure,Indie,Action RPG,Beautiful,Hack and Slash,Real-Time with Pause,CRPG,Fantasy,Strategy,RPG,Loot,Classic,Single-player,Epic",N-Fusion Interactive,505 Games,253,2016,9.99,69.82309516
"Steam Cloud,Roguelite,Exploration,Turn-Based Tactics,Turn-Based Strategy,Difficult,Strategy,RPG,Turn-Based Combat,Adventure,Pixel Graphics,Turn-Based,Indie,Single-player,2D,Procedural Generation,Tactical",Robotality,Chucklefish,101,2019,15.99,69.78481708
"Steam Cloud,Violent,Action,Anime,Nudity,RPG,Side Scroller,Adventure,Beat 'em up,Hack and Slash,Indie,Single-player,2D,Action RPG,Female Protagonist,Casual",NEXT Studios,NEXT Studios,352,2018,9.99,80.83149272
"Remake,Point & Click,Puzzle,Retro,Mystery,Detective,Classic,Adventure,Cult Classic,Single-player,2D,Story Rich,Funny,Great Soundtrack",Revolution Software Ltd,Revolution Software Ltd,171,2014,24.99,82.92120162
"Steam Cloud,Action,Puzzle,Nudity,Anime,Hentai,Sexual Content,Single-player,Mature,Casual",Double W,Toffee Cafe,225,2019,0.99,87.37625214
"Steam Cloud,Roguelite,Tower Defense,Action,Dungeon Crawler,Difficult,Adventure,Turn-Based,Indie,Casual,Card Battler,Roguelike,Stats,Great Soundtrack,Replay Value,Roguelike Deckbuilder,Early Access,Strategy,Card Game,RPG,Deckbuilding,Single-player",POCKET PAIR,Lightning Games,235,2019,14.99,80.83205326
"Minimalist,Puzzle,Difficult,Logic,Relaxing,Multiplayer,Atmospheric,Indie,Single-player,2D,Short,Casual,Great Soundtrack","Maciej Targoni, Wojciech Wasiak",Maciej Targoni,25,2015,0.99,93.60992876
"Steam Cloud,Third Person,Physics,Sandbox,Controller,Parkour,Adventure,Indie,Casual,Exploration,Robots,Cute,3D Platformer,Platformer,Great Soundtrack,Atmospheric,Relaxing,Open World,Single-player,Short,Funny","Reflections, a Ubisoft Studio",Ubisoft,35,2015,7.99,87.94671648
"Mystery,Story Rich,Gore,Psychological Horror,Psychological,Adventure,Indie,Horror,Exploration,First-Person,Great Soundtrack,Atmospheric,Open World,Walking Simulator,Single-player,Short,Thriller,Illuminati",Funcom,Funcom,300,2015,12.99,66.48959503
"Steam Cloud,Anime,Family Friendly,Story Rich,Mature,Visual Novel,Action,On-Rails Shooter,Comedy,Adventure,Dating Sim,FPS,Nudity,Memes,Cute,Great Soundtrack,Romance,Survival Horror,Sexual Content,Single-player,Funny",INTI CREATES CO.,PQube Limited,271,2016,39.99,80.28844048
"Board Game,Tabletop,Online PvP,Cross-Platform Multiplayer,Strategy,Stats,Massively Multiplayer,Multiplayer,Turn-Based,Card Game,Indie,Single-player,Steam Leaderboards,Includes level editor,Casual,Addictive",LAN - GAMES LTD,LAN - GAMES LTD,195,2017,4.99,48.32718332
"Steam Cloud,Western,Action,Retro,Detective,RPG,Open World,Pixel Graphics,Adventure,Indie,Single-player,2D,Local Co-Op,Funny,Great Soundtrack",Ostrich Banditos,Adult Swim Games,106,2015,14.99,86.46799872
"Simulation,2D,Story Rich,Mature,Action,Puzzle,Comedy,Pixel Graphics,Indie,World War II,Casual,Nudity,Memes,Education,Cult Classic,Arcade,Realistic,Sexual Content,Single-player,Steam Leaderboards,Funny",marbenx,marbenx,245,2015,0.99,91.64892428
"2D,Blood,Gore,Addictive,Action,Difficult,Indie,Fast-Paced,Martial Arts,Casual,Beat 'em up,Great Soundtrack,Fighting,2D Fighter,Arcade,Rhythm,Epic,Single-player,Steam Leaderboards,Mouse only,Funny",Silver Dollar Games,Silver Dollar Games,62,2014,4.99,95.09086845
"Steam Cloud,Shooter,Anime,2D,Mature,Female Protagonist,NSFW,Visual Novel,Puzzle,Hentai,Indie,Casual,FPS,Battle Royale,Nudity,Romance,Relaxing,Card Game,Sexual Content,Single-player,Funny",DSGame,DSGame,122,2019,0.99,74.97104345
"Simulation,Physics,Crafting,Sandbox,Steam Workshop,Multiplayer,Survival,Action,Building,Medieval,Adventure,Indie,Destruction,Online PvP,Online Co-op,Voxel,Atmospheric,Co-op,Early Access,Realistic,Strategy,Open World,Single-player",Keen Software House,Keen Software House,50,2015,9.99,54.77622924
"Steam Cloud,Violent,Third Person,Multiplayer,Team-Based,Gore,Survival,Psychological Horror,Action,Indie,Horror,Online PvP,Online Co-op,Atmospheric,Co-op,Early Access,Survival Horror,RPG,PvP,Stylized,Thriller,Online Co-Op",Chongming Studio,Chongming Studio,176,2018,17.99,74.1124767
"Steam Cloud,Shooter,Free to Play,Massively Multiplayer,Character Customization,Multiplayer,Sandbox,Gore,Comic Book,Action,Comedy,Adventure,FPS,First-Person,Stats,Fighting,Co-op,Open World,Superhero,Steam Leaderboards,Funny,Online Co-Op",Monolith Productions,Warner Bros. Interactive Entertainment,243,2012,0,81.48426832
"Steam Cloud,Violent,Simulation,Physics,Multiplayer,Blood,Sci-fi,Gore,Psychological Horror,Action,Comedy,Indie,Casual,Horror,First-Person,Dark Humor,Co-op,Single-player,Funny",RuneStorm,RuneStorm,347,2013,2.49,86.12272724
"Steam Cloud,Puzzle,Adventure,Atmospheric,Stylized,Indie,Single-player,Female Protagonist,Casual,Horror",NEXT Studios,NEXT Studios,341,2018,14.99,84.11740181
"Point & Click,Family Friendly,2D,Puzzle,Comedy,Adventure,Nature,Indie,Casual,Exploration,Beautiful,Hand-drawn,Cute,Great Soundtrack,Atmospheric,Surreal,Relaxing,Touch-Friendly,Single-player,Funny",Amanita Design,Amanita Design,128,2012,9.99,91.62154308
"Shooter,Third Person,Action-Adventure,Story Rich,Female Protagonist,Action,Puzzle,Controller,Modern,Parkour,Adventure,Third-Person Shooter,Exploration,3D Platformer,Platformer,Atmospheric,Classic,Single-player",Crystal Dynamics,Square Enix,97,2006,6.99,83.80909311
"Violent,Shooter,Free to Play,Massively Multiplayer,Multiplayer,Gore,Survival,Action,Adventure,FPS,Third-Person Shooter,Battle Royale,First-Person,Online PvP,Co-op,Early Access,In-App Purchases,Zombies,Open World,PvP,Walking Simulator,Online Co-Op",Daybreak Game Company,Daybreak Game Company,59,2018,0,54.31105638
"Steam Cloud,Character Customization,Story Rich,Dark Fantasy,Action,Isometric,Difficult,Turn-Based,Adventure,Indie,Hex Grid,Turn-Based Tactics,Tactical RPG,CRPG,Tactical,Turn-Based Strategy,Fantasy,Strategy,RPG,Single-player",Daedalic Entertainment,Daedalic Entertainment,22,2014,9.99,59.95196703
"Steam Cloud,Family Friendly,Parkour,Adventure,Casual,Exploration,Colorful,First-Person,Beautiful,3D Platformer,Great Soundtrack,Platformer,Cute,Atmospheric,Relaxing,Puzzle Platformer,Open World,Stylized,Single-player,Short",Dominique Grieshofer,Dominique Grieshofer,289,2015,2.99,92.32050158
"Steam Cloud,Retro,Multiplayer,Shared/Split Screen PvP,Action,Difficult,Spectacle fighter,Indie,Casual,Experimental,Music-Based Procedural Generation,Colorful,Music,Clicker,Racing,3D Platformer,Arcade,Runner,Rhythm,3D Vision,3D,Single-player",AbstractArt,AbstractArt,201,2018,4.99,83.86473359
"Roguelite,Simulation,Party-Based RPG,Crafting,Post-apocalyptic,Survival,Action,Dungeon Crawler,Turn-Based Combat,Adventure,Turn-Based,Indie,Casual,Roguelike,Procedural Generation,Turn-Based Strategy,Strategy,Zombies,RPG,Single-player",Silent Dreams,Headup,196,2016,14.99,80.4401585
"Steam Cloud,Psychological Horror,Point & Click,Visual Novel,Choices Matter,Fantasy,Mystery,Adventure,Indie,Single-player,Great Soundtrack,Story Rich,2D,Atmospheric",Lingrimm,thebrokenhorn,330,2018,4.99,90.52114678
"Score Attack,Simulation,Retro,Third Person,Anime,Family Friendly,Multiplayer,Action,Controller,Indie,Casual,Colorful,Online PvP,Local Multiplayer,Racing,Arcade,Runner,Relaxing,Automobile Sim,Single-player,Short",RewindApp,RewindApp,323,2019,1.99,87.2451359
"Exploration,First-Person,Adventure,Walking Simulator,VR,Indie,Single-player,Short,Atmospheric,Horror",Introversion Software,Introversion Software,116,2017,5.99,83.71593306
"Steam Cloud,Score Attack,Shooter,Simulation,Retro,2D,Addictive,Action,Difficult,Bullet Hell,Pixel Graphics,Indie,World War II,Fast-Paced,Roguelike,Flight,Great Soundtrack,Replay Value,Arcade,Shoot 'Em Up,Single-player,Steam Leaderboards",Vlambeer,Devolver Digital,77,2014,9.99,87.79551526
"Steam Cloud,Score Attack,Family Friendly,Steam Workshop,Abstract,Sci-fi,Minimalist,Action,Difficult,Moddable,VR,Space,Stats,Flight,Racing,Procedural Generation,Arcade,Runner,Perma Death,Level Editor,3D,Relaxing,Stylized,Single-player,Steam Leaderboards,Includes level editor",Flippfly LLC,Flippfly LLC,343,2013,9.99,88.98342699
"Steam Cloud,Physics,Crafting,Sandbox,Multiplayer,2D,Tower Defense,Survival,Open World Survival Craft,Action,Building,Pixel Graphics,Adventure,Indie,Online PvP,Online Co-op, Base Building,Co-op,Early Access,Strategy,RPG,Open World,Single-player",Gaddy Games,Gaddy Games,191,2018,11.99,86.0444937
"Steam Cloud,Simulation,Crafting,Multiplayer,Sandbox,Survival,Open World Survival Craft,Action,Medieval,Adventure,Indie,FPS,First-Person,Dragons,Online Co-op,Atmospheric,Co-op,Early Access,Fantasy,RPG,Open World,Single-player",Last Bastion Studios LLC,Last Bastion Studios LLC,64,2015,9.99,55.61162464
"Early Access,In-App Purchases,Online PvP,Massively Multiplayer,Free to Play,RPG,Open World,Multiplayer,Indie,MMO,MMORPG",INFERNA LIMITED,INFERNA LIMITED,354,2019,0,57.65153772
"Steam Cloud,Mining,Sandbox,2D,Sci-fi,Action,Controller,Steampunk,Side Scroller,Adventure,Indie,Casual,Exploration,Metroidvania,Robots,Great Soundtrack,Platformer,Western,RPG,Single-player,Short",Image & Form Games,Image & Form Games,339,2013,9.99,88.91797639
"Steam Cloud,Simulation,Free to Play,Massively Multiplayer,Naval Combat,Multiplayer,Naval,Action,Adventure,Sailing,Indie,Battle Royale,Online PvP,Online Co-op,Co-op,Fantasy,Strategy,PvP,Pirates,Single-player,Online Co-Op",Gunpowder Games,Double Jump Publishing,263,2019,0,78.95282805
"Management,Economy,Trading,Early Access,Simulation,Western,Action,Building,Trains,Strategy,Historical,Real-Time with Pause,Indie,Single-player",Corbie Games,Daedalic Entertainment,136,2017,24.99,63.52578288
"Animation & Modeling,Design & Illustration,Game Development,Free to Play,Software,nan,Pixel Graphics,Tutorial,Photo Editing",Hippo Games,Hippo Games,1,2020,0,88.21831095
"Point & Click,Noir,Retro,Post-apocalyptic,Multiple Endings,Story Rich,Sci-fi,Cyberpunk,Puzzle,Steampunk,Adventure,Pixel Graphics,Indie,Dark,Robots,Atmospheric,Dystopian,2D,Single-player,Choices Matter",Wormwood Studios,Wadjet Eye Games,340,2012,9.99,92.20060313
"Steam Cloud,Simulation,Anime,Multiple Endings,2D,Story Rich,Visual Novel,Puzzle,Adventure,Dating Sim,Indie,Interactive Fiction,Casual,Beautiful,Cute,Great Soundtrack,Romance,Early Access,RPG,Stylized,Single-player,Choices Matter",Akaba Studio,Akaba Studio,273,2018,1.99,92.2717335
"Point & Click,Choices Matter,Puzzle,Third Person,Controller,Steampunk,Mystery,Open World,Adventure,Single-player,Great Soundtrack,Story Rich,Female Protagonist,Atmospheric,Hidden Object",Microids,Microids,110,2017,29.99,45.34310595
"Minimalist,Puzzle,Cute,Relaxing,Physics,Fast-Paced,Indie,Single-player,2D,Short,Casual",Quiet River,Quiet River,345,2019,0.99,91.06306607
"Steam Cloud,Simulation,Action,Comedy,Strategy,Cross-Platform Multiplayer,Local Multiplayer,Multiplayer,Pixel Graphics,Turn-Based,Indie,Single-player,Steam Leaderboards,2D,Casual,Funny",Vile Monarch,Good Shepherd Entertainment,299,2016,1.99,86.76911877
"Steam Cloud,Roguelite,Retro,Idler,Crafting,Family Friendly,2D,Comedy,Pixel Graphics,Adventure,Indie,Management,Colorful,Cartoony,Roguelike,Clicker,Resource Management,Fantasy,RPG,Single-player,Funny","Lazy Bear Games, Uroboros Games",tinyBuild,129,2019,12.99,49.26370997
"Steam Cloud,Anime,Free to Play,2D,Story Rich,Mature,Female Protagonist,NSFW,Hentai,Adventure,Dating Sim,Indie,Casual,Nudity,Memes,Clicker,Fantasy,RPG,Sexual Content,Single-player,Funny",Winged Cloud,Winged Cloud,210,2015,0,81.66071933
"Free to Play,Cartoon,Psychological Horror,Survival,Action,Comedy,Adventure,Indie,Horror,Dark,First-Person,Cute,Dark Humor,Procedural Generation,Atmospheric,Survival Horror,3D,Walking Simulator,Single-player,Funny",Lag Studios,Lag Studios,209,2015,0,89.22344065
"Steam Cloud,Physics,Sandbox,Steam Workshop,Multiplayer,2D,Sci-fi,Action,Difficult,Moddable,4 Player Local,Pixel Graphics,Indie,RTS,Split Screen,Local Multiplayer,Replay Value,Platformer,Strategy,Zombies,Single-player,Includes level editor,Local Co-Op",Data Realms,Data Realms,272,2012,19.99,77.59458127
"Steam Cloud,Third Person,Sandbox, Grand Strategy,4X,Medieval,Turn-Based,Exploration,Turn-Based Tactics,Dragons,Tactical RPG,Magic,Tactical,Turn-Based Strategy,Fantasy,3D,Strategy,RPG,Stylized,Single-player,PvE,City Builder",Stardock Entertainment,Stardock Entertainment,142,2013,24.99,72.53531038
"Shooter,Third Person,Massively Multiplayer,Crafting,Multiplayer,Survival,Action,Adventure,Indie,Casual,FPS,Third-Person Shooter,Battle Royale,Online PvP,Atmospheric,Co-op,Early Access,In-App Purchases,Strategy,PvP,Open World",Scavengers Studio,Scavengers Studio,13,2020,0,77.86269563
"Steam Cloud,2.5D,Comic Book,Action,Side Scroller,Beat 'em up,Adventure,Metroidvania,Superhero,Single-player,Stealth,Platformer",Armature Studio,WB Games,91,2014,19.99,38.31565299
"Steam Cloud,Old School,Shooter,Retro,Anime,Multiplayer,2D,Action,Shared/Split Screen Co-op,Difficult,Side Scroller,Pixel Graphics,Adventure,Online Co-op,Local Multiplayer,Great Soundtrack,Platformer,Arcade,Co-op,Classic,Shoot 'Em Up,Single-player,Steam Leaderboards,Local Co-Op","SNK CORPORATION, Dotemu",SNK CORPORATION,275,2014,7.99,85.16478432
"Steam Cloud,Simulation,Character Customization,Sandbox,Capitalism,Shared/Split Screen PvP,Economy,Isometric,Board Game,Modern,Time Management,Life Sim,Indie,Management,Education,Resource Management,Early Access,Turn-Based Strategy,In-App Purchases,Strategy,RPG,Single-player,Choices Matter",Roman Makhmutov,Roman Makhmutov,1,2019,9.99,84.40000558
"Point & Click,Puzzle,Retro,Mystery,Detective,Comedy,Classic,Adventure,Single-player,2D,Funny,Great Soundtrack",SFB Games,SFB Games,230,2014,6.99,88.29895427
"Simulation,Alternate History,Historical,Real Time Tactics,Multiplayer,War,Action,Indie,RTS,Online PvP,Tanks,Online Co-op,Replay Value,Tactical,Co-op,Military,Cold War,Realistic,Strategy,Single-player,Wargame,Real-Time",Eugen Systems,Eugen Systems,53,2012,9.99,71.23283764
"Steam Cloud,Visual Novel,Anime,Adventure,Sexual Content,Indie,Single-player,Cute,Casual",AsicxArt,SakuraGame,226,2019,1.99,91.69605165
"Steam Cloud,NSFW,Visual Novel,Nudity,RPGMaker,Anime,Hentai,RPG,Adventure,Sexual Content,Indie,Single-player,Story Rich,Mature,Female Protagonist,JRPG,FPS",深爪貴族,Paradise Project,292,2017,1.99,90.14935223
"Simulation,Free to Play,Massively Multiplayer,Family Friendly,Multiplayer,Sports,Action,Fishing,Adventure,Indie,Casual,Exploration,First-Person,Online PvP,Stats,Online Co-op,Atmospheric,Realistic,In-App Purchases,Relaxing,Open World,Online Co-Op","MasterCode, Dueking",Ultimate Games S.A.,334,2018,0,70.14680811
"Steam Cloud,Anime,Mature,Female Protagonist,Visual Novel,Action,Comedy,Adventure,Dating Sim,Casual,Nudity,Beat 'em up,Cute,Great Soundtrack,Vampire,RPG,Open World,Sexual Content,Single-player,JRPG,Funny",ACQUIRE Corp.,XSEED Games,146,2015,19.99,82.84245553
"Steam Cloud,Mystery,Multiple Endings,2D,Story Rich,Psychological Horror,Pixel Graphics,Adventure,Indie,Horror,Dark,Memes,Great Soundtrack,Replay Value,Platformer,RPG,Single-player,Choices Matter,Funny",Daniel Mullins Games,Daniel Mullins Games,289,2018,9.99,87.77246321
"Steam Cloud,Survival,Cats,Early Access,Simulation,Single-player,Cute,Space,Crafting,Indie,Casual,2D, Base Building",Cairn4,Cairn4,341,2018,5.99,86.32968404
"Steam Cloud,Captions available,Violent,Simulation,Puzzle,Strategy,Stats,Nonlinear,Pixel Graphics,Adventure,Sandbox,Indie,Single-player,Cute,Gore,Casual,Assassin",NEXT Studios,NEXT Studios,310,2017,6.99,85.76728858
"Survival,Early Access,Simulation,Action,Dystopian,Strategy,Open World,Adventure,Automobile Sim,Multiple Endings,Indie,Single-player,Driving,Political",Cheesecake Dev,Cheesecake Dev,200,2019,9.99,52.74203266
"Steam Cloud,Retro,Multiplayer,2D,Action,Comedy,Side Scroller,Adventure,Pixel Graphics,Indie,Exploration,Metroidvania,Magic,Platformer,Co-op,Fantasy,RPG,Single-player,Epic,Includes level editor,Funny,Online Co-Op",@unepic_fran,@unepic_fran,206,2014,12.99,88.31594312
"Violent,Shooter,Simulation,Physics,Multiplayer,Sandbox,Gore,Action,Comedy,Adventure,Indie,Exploration,First-Person,Racing,Replay Value,Arcade,Open World,Automobile Sim,Single-player,Funny",Kiddy,Kiddy,240,2019,4.99,63.27031264
"Hockey,Co-op,Sports,Online PvP,Free to Play,Competitive,Multiplayer,Indie,Funny",Oddshot Games,Oddshot Games,67,2019,0,79.08639202
"Steam Cloud,NSFW,Puzzle,Nudity,Anime,Hentai,Strategy,RPG,Adventure,Sexual Content,Single-player,Mature,Female Protagonist,Casual,FPS",Inverse Game,Inverse Game,45,2020,1.99,84.37703457
"Steam Cloud,Retro,Anime,2D,Story Rich,Female Protagonist,Action,Adventure,Pixel Graphics,Indie,Casual,Great Soundtrack,Atmospheric,RPGMaker,Fantasy,RPG,Open World,Single-player,JRPG",Stegosoft Games,DANGEN Entertainment,154,2016,14.99,88.24662807
"Exploration,Simulation,Free to Play,Adventure,Walking Simulator,Atmospheric,Indie,Single-player,VR,Casual",Matt Newell,caves rd,284,2019,0,89.1887387
